hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,high_demand_percentage
19,1,6,0,1,1,0.7225950782997762,0.7962529274004684,0.5503331746787243,0.0,0.0,0.3310502283105023,0.8909999999999999,1.0,high_bike_demand,1.0
7,3,12,0,1,0,0.41163310961968674,0.6159250585480093,0.8954069490718705,0.0,0.0,0.0,1.0,0.5031446540880503,low_bike_demand,0.0
10,0,9,1,1,1,0.7158836689038031,0.8454332552693207,0.6752736792003806,0.0,0.0,0.11415525114155252,0.244,1.0,high_bike_demand,1.0
0,2,4,0,1,1,0.49440715883668906,0.6370023419203746,0.7091861018562589,0.0,0.0,0.11872146118721462,0.7929999999999999,1.0,low_bike_demand,0.0
21,2,7,0,1,1,0.8501118568232662,0.8782201405152225,0.46965730604474054,0.0,0.0,0.2808219178082192,0.244,1.0,low_bike_demand,0.0
7,3,9,0,1,1,0.4876957494407158,0.5995316159250584,0.6363636363636362,0.0,0.0,0.4497716894977169,0.8220000000000001,1.0,high_bike_demand,1.0
4,0,1,1,1,0,0.2729306487695749,0.36533957845433246,0.5849595430747263,0.0,0.0,0.16666666666666669,0.282,1.0,low_bike_demand,0.0
13,3,6,0,1,1,0.7829977628635346,0.8969555035128804,0.6357686815801998,0.0,0.0,0.2557077625570776,0.649,1.0,low_bike_demand,0.0
5,6,6,0,0,1,0.6263982102908277,0.5433255269320842,0.2802237029985721,0.0,0.0,0.36073059360730597,0.446,1.0,low_bike_demand,0.0
1,3,1,0,1,0,0.5727069351230425,0.7681498829039811,0.8475725844835792,0.0,0.0,0.18264840182648404,0.889,1.0,low_bike_demand,0.0
23,4,1,0,1,0,0.3378076062639821,0.3395784543325526,0.3985007139457401,0.0,0.0,0.5022831050228311,0.934,1.0,low_bike_demand,0.0
14,4,12,0,1,0,0.44966442953020136,0.43091334894613575,0.3638743455497382,0.0,0.0,0.632420091324201,0.266,1.0,low_bike_demand,0.0
16,6,7,0,0,1,0.9709172259507829,0.8805620608899295,0.299381247025226,0.0,0.0,0.33789954337899547,0.7929999999999999,1.0,high_bike_demand,1.0
4,5,7,0,0,1,0.7740492170022372,0.9133489461358313,0.6968110423607805,0.0,0.0,0.35616438356164387,0.5870000000000001,1.0,low_bike_demand,0.0
12,5,11,0,0,0,0.31543624161073824,0.2740046838407494,0.3184198000951927,0.0,0.0,0.2488584474885845,0.8220000000000001,1.0,low_bike_demand,0.0
14,2,10,0,1,1,0.7785234899328858,0.7049180327868851,0.30782960495002376,0.0,0.0,0.3789954337899544,0.244,1.0,low_bike_demand,0.0
0,4,12,0,1,0,0.5727069351230425,0.5105386416861826,0.30794859590671103,0.0,0.0,0.4292237442922375,0.456,1.0,low_bike_demand,0.0
15,6,4,0,0,1,0.5503355704697986,0.32552693208430905,0.10792479771537365,0.0,0.0,0.2031963470319635,0.244,1.0,high_bike_demand,1.0
3,6,8,0,0,1,0.7404921700223713,0.9367681498829039,0.8403141361256544,0.0,0.0,0.0,0.446,0.9748427672955975,low_bike_demand,0.0
9,6,12,0,0,0,0.2751677852348993,0.3536299765807962,0.5498572108519753,0.0,0.0,0.3219178082191781,0.462,1.0,low_bike_demand,0.0
17,2,2,0,1,0,0.3109619686800894,0.3817330210772833,0.5354593050928129,0.0,0.0029806259314456036,0.14155251141552513,0.9640000000000001,1.0,low_bike_demand,0.0
17,6,1,0,0,0,0.5413870246085011,0.5971896955503513,0.5140409328891004,0.0,0.0,0.3242009132420091,0.244,1.0,high_bike_demand,1.0
6,2,5,0,1,1,0.37807606263982096,0.48946135831381726,0.6371965730604474,0.0,0.0,0.15296803652968038,0.244,1.0,low_bike_demand,0.0
2,0,7,0,1,1,0.8277404921700223,0.9156908665105384,0.5853165159447882,0.0,0.0,0.16210045662100456,0.523,1.0,low_bike_demand,0.0
3,3,11,1,1,0,0.46532438478747196,0.6814988290398125,0.9220609233698239,0.0067643307177921224,0.0,0.21232876712328771,0.96,1.0,low_bike_demand,0.0
15,4,7,0,1,1,0.9172259507829977,0.7985948477751754,0.26070918610185617,0.0,0.0,0.12328767123287673,0.47600000000000003,1.0,high_bike_demand,1.0
18,6,1,0,0,0,0.5123042505592841,0.5737704918032787,0.5228462636839599,0.0,0.0,0.2762557077625571,0.244,1.0,low_bike_demand,0.0
19,6,9,0,0,1,0.7740492170022372,0.8758782201405151,0.6093526891956211,0.0,0.0,0.19863013698630136,0.327,1.0,high_bike_demand,1.0
12,0,8,0,1,1,0.785234899328859,0.9625292740046837,0.7839124226558782,0.0,0.0,0.31506849315068497,0.893,1.0,high_bike_demand,1.0
20,0,6,0,1,1,0.7986577181208053,0.8126463700234192,0.4456211327939076,0.0,0.0,0.2100456621004566,0.626,1.0,high_bike_demand,1.0
8,0,6,0,1,1,0.7472035794183445,0.8852459016393441,0.6931223227034744,0.0,0.0,0.3310502283105023,0.8909999999999999,1.0,high_bike_demand,1.0
13,4,5,0,1,1,0.7695749440715883,0.82903981264637,0.5239171822941456,0.0,0.0,0.5662100456621005,0.813,1.0,low_bike_demand,0.0
3,0,4,0,1,1,0.4697986577181208,0.6112412177985947,0.708829128986197,0.0,0.0,0.15296803652968038,0.889,1.0,low_bike_demand,0.0
23,0,2,0,1,0,0.23937360178970915,0.4449648711943794,0.9199190861494526,0.0,0.0,0.20547945205479454,0.7929999999999999,0.8867924528301886,low_bike_demand,0.0
23,4,7,0,1,1,0.7785234899328858,0.7353629976580796,0.3506663493574488,0.0,0.0,0.4748858447488585,0.446,0.9811320754716981,low_bike_demand,0.0
9,4,12,0,1,0,0.2885906040268456,0.4941451990632318,0.9169443122322704,0.0,0.0,0.2648401826484018,0.244,0.6540880503144654,low_bike_demand,0.0
9,6,7,0,0,1,0.796420581655481,0.8524590163934426,0.5177296525464065,0.0,0.0,0.0,0.7929999999999999,1.0,high_bike_demand,1.0
15,6,5,0,0,1,0.6890380313199104,0.6229508196721311,0.3105663969538315,0.0,0.0,0.3013698630136986,0.843,1.0,high_bike_demand,1.0
9,2,11,0,1,1,0.3378076062639821,0.4473067915690866,0.633388862446454,0.0,0.0,0.01598173515981735,0.244,1.0,low_bike_demand,0.0
11,1,10,0,1,1,0.44966442953020136,0.613583138173302,0.7671346977629699,0.0,0.0,0.5753424657534246,1.0,0.40880503144654085,low_bike_demand,0.0
12,4,1,0,1,0,0.43847874720357943,0.40281030444964866,0.3346025702046644,0.0,0.0,0.7899543378995435,0.46399999999999997,1.0,low_bike_demand,0.0
18,3,4,0,1,1,0.6487695749440715,0.5995316159250584,0.33103284150404566,0.0,0.0,0.6210045662100457,0.7929999999999999,1.0,high_bike_demand,1.0
2,6,2,0,0,0,0.11633109619686799,0.0398126463700234,0.24274155164207517,0.0,0.0,0.49086757990867586,0.0,1.0,low_bike_demand,0.0
6,6,11,0,0,0,0.3087248322147651,0.4660421545667447,0.762256068538791,0.0,0.0,0.24200913242009134,0.446,1.0,low_bike_demand,0.0
13,0,2,0,1,0,0.2170022371364653,0.414519906323185,0.8937410756782483,0.14734644969270613,0.0,0.2648401826484018,1.0,0.25786163522012584,low_bike_demand,0.0
4,1,9,0,1,1,0.5324384787472035,0.6018735362997657,0.5368871965730604,0.0,0.0,0.4383561643835617,0.535,1.0,low_bike_demand,0.0
3,3,4,0,1,1,0.4876957494407158,0.6814988290398125,0.8541170871013802,0.0,0.0,0.16210045662100456,0.96,1.0,low_bike_demand,0.0
13,4,7,0,1,1,0.8478747203579418,0.9133489461358313,0.5435506901475488,0.0,0.0,0.2808219178082192,0.882,0.9874213836477987,high_bike_demand,1.0
4,6,6,0,0,1,0.6845637583892618,0.8969555035128804,0.8933841028081867,0.0,0.0,0.009132420091324202,0.927,0.9371069182389937,low_bike_demand,0.0
12,5,2,0,0,0,0.563758389261745,0.4824355971896955,0.2791527843883865,0.0,0.0,0.54337899543379,0.7929999999999999,1.0,high_bike_demand,1.0
22,1,12,0,1,0,0.2348993288590604,0.2740046838407494,0.4648976677772489,0.0,0.0,0.11872146118721462,0.262,1.0,low_bike_demand,0.0
12,3,9,0,1,1,0.6756152125279642,0.7681498829039811,0.5915040456925273,0.0,0.0,0.10958904109589042,0.555,1.0,low_bike_demand,0.0
19,5,12,0,0,0,0.563758389261745,0.6299765807962528,0.5346263683960019,0.0,0.0,0.3036529680365297,0.988,1.0,low_bike_demand,0.0
6,0,10,0,1,1,0.6868008948545862,0.8477751756440282,0.753331746787244,0.0,0.0,0.2853881278538813,0.992,1.0,low_bike_demand,0.0
2,3,6,0,1,1,0.7360178970917225,0.8009367681498829,0.5345073774393146,0.0,0.0,0.11415525114155252,0.789,1.0,low_bike_demand,0.0
0,4,11,0,1,0,0.4742729306487695,0.6627634660421544,0.8409090909090908,0.0,0.0,0.018264840182648404,0.8909999999999999,0.9874213836477987,low_bike_demand,0.0
20,2,8,0,1,1,0.6935123042505592,0.8243559718969555,0.6750356972870061,0.0,0.0,0.009132420091324202,0.701,1.0,low_bike_demand,0.0
10,4,1,1,1,0,0.26621923937360176,0.3419203747072599,0.5471204188481674,0.0,0.0,0.24200913242009134,1.0,1.0,low_bike_demand,0.0
23,2,4,0,1,1,0.34004474272930646,0.2857142857142857,0.29890528319847687,0.0,0.0,0.35159817351598177,0.244,1.0,low_bike_demand,0.0
8,4,6,0,1,1,0.6756152125279642,0.8852459016393441,0.8866016182770109,0.1821730895597387,0.0,0.28310502283105027,1.0,0.1383647798742138,low_bike_demand,0.0
8,6,1,0,0,0,0.21923937360178966,0.3489461358313817,0.6824131366016183,0.0,0.0,0.0,0.446,1.0,low_bike_demand,0.0
18,4,4,0,1,1,0.6129753914988814,0.2622950819672131,0.014040932889100445,0.0,0.0,0.317351598173516,0.0,1.0,high_bike_demand,1.0
7,1,2,0,1,0,0.2170022371364653,0.40281030444964866,0.8529271775345074,0.010938889103629546,0.9955290611028316,0.5821917808219178,1.0,0.339622641509434,low_bike_demand,0.0
16,3,3,0,1,1,0.5346756152125279,0.7423887587822013,0.8883864826273203,0.035251826369293804,0.0,0.4497716894977169,1.0,0.8364779874213837,low_bike_demand,0.0
17,2,7,0,1,1,0.9574944071588367,0.9156908665105384,0.3670871013802951,0.0,0.0,0.21917808219178084,0.6629999999999999,1.0,high_bike_demand,1.0
14,3,12,0,1,0,0.4272930648769575,0.45667447306791564,0.4508567348881485,0.0,0.0,0.11872146118721462,0.0,0.8301886792452831,low_bike_demand,0.0
10,1,3,0,1,1,0.523489932885906,0.48009367681498827,0.33079485959067106,0.0,0.0,0.3013698630136986,0.8109999999999999,1.0,low_bike_demand,0.0
17,2,12,0,1,0,0.5212527964205815,0.5995316159250584,0.5569966682532127,0.0,0.0,0.17123287671232879,0.7929999999999999,1.0,low_bike_demand,0.0
7,0,8,0,1,1,0.7337807606263981,0.8852459016393441,0.7275107091861017,0.0,0.0,0.2397260273972603,1.0,1.0,low_bike_demand,0.0
13,5,10,0,0,1,0.41163310961968674,0.49648711943793905,0.56853879105188,0.0,0.0,0.36529680365296807,0.897,1.0,high_bike_demand,1.0
3,4,7,0,1,1,0.7427293064876958,0.9250585480093676,0.8061637315564016,0.0,0.0,0.2785388127853881,0.7929999999999999,0.9937106918238994,low_bike_demand,0.0
13,2,3,0,1,0,0.3982102908277404,0.3278688524590163,0.27796287482151355,0.0,0.0,0.7077625570776256,0.253,1.0,low_bike_demand,0.0
21,0,12,0,1,0,0.3131991051454138,0.45667447306791564,0.7256068538791051,0.0,0.0,0.19863013698630136,0.9640000000000001,1.0,low_bike_demand,0.0
22,6,12,0,0,0,0.2639821029082774,0.2997658079625292,0.45561637315564013,0.0,0.0,0.5159817351598174,0.446,1.0,low_bike_demand,0.0
1,1,7,0,1,1,0.7248322147651006,0.822014051522248,0.5990004759638267,0.0,0.0,0.16894977168949774,0.7929999999999999,1.0,low_bike_demand,0.0
14,2,10,0,1,1,0.6666666666666665,0.822014051522248,0.7407187053783911,0.0,0.0,0.18036529680365299,0.956,1.0,low_bike_demand,0.0
14,4,12,0,1,0,0.41163310961968674,0.3887587822014051,0.354831032841504,0.0,0.0,0.33789954337899547,0.845,1.0,low_bike_demand,0.0
3,6,7,0,0,1,0.7382550335570469,0.8266978922716627,0.582817705854355,0.0,0.0,0.15296803652968038,0.244,1.0,low_bike_demand,0.0
7,3,5,0,1,1,0.5346756152125279,0.6533957845433255,0.6471918134221798,0.0,0.0,0.25114155251141557,0.456,1.0,low_bike_demand,0.0
4,6,11,0,0,0,0.23937360178970915,0.36533957845433246,0.6738457877201333,0.0,0.0,0.24657534246575347,0.0,1.0,low_bike_demand,0.0
3,2,3,0,1,0,0.37807606263982096,0.5011709601873535,0.6645644930985245,0.0,0.0,0.2397260273972603,0.9279999999999999,1.0,low_bike_demand,0.0
10,2,9,0,1,1,0.7785234899328858,0.8969555035128804,0.6502855782960494,0.0,0.0,0.3744292237442922,0.446,1.0,low_bike_demand,0.0
2,2,8,0,1,1,0.7225950782997762,0.8992974238875877,0.7848643503093765,0.0,0.0,0.21461187214611874,0.47100000000000003,0.9811320754716981,low_bike_demand,0.0
4,2,11,0,1,0,0.3064876957494407,0.47775175644028095,0.7953355544978582,0.0,0.0,0.19863013698630136,0.446,1.0,low_bike_demand,0.0
1,6,11,0,0,0,0.28411633109619683,0.36533957845433246,0.5646120894811993,0.0,0.0,0.20547945205479454,0.0,1.0,low_bike_demand,0.0
6,0,5,0,1,1,0.5391498881431768,0.6182669789227165,0.5581865778200856,0.0,0.0,0.7054794520547946,0.8029999999999999,1.0,low_bike_demand,0.0
3,0,2,1,1,0,0.2639821029082774,0.2482435597189695,0.3551880057115659,0.0,0.0,0.33333333333333337,0.0,1.0,low_bike_demand,0.0
14,5,2,0,0,0,0.3131991051454138,0.25058548009367676,0.2829604950023798,0.0,0.0,0.30593607305936077,0.847,1.0,low_bike_demand,0.0
8,3,11,1,1,0,0.23713646532438476,0.40983606557377045,0.8141361256544503,0.0,0.0,0.11872146118721462,0.8220000000000001,1.0,low_bike_demand,0.0
23,0,6,0,1,1,0.6621923937360179,0.702576112412178,0.48488814850071393,0.0,0.0,0.2945205479452055,0.529,1.0,low_bike_demand,0.0
3,6,7,0,0,1,0.7695749440715883,0.8618266978922715,0.5935268919562113,0.0,0.0,0.0,0.502,1.0,low_bike_demand,0.0
7,2,11,0,1,0,0.41163310961968674,0.6252927400468383,0.9263445978105664,0.04298249004677052,0.0,0.2876712328767123,0.995,0.5283018867924528,low_bike_demand,0.0
13,2,6,0,1,1,0.6957494407158836,0.8313817330210772,0.6902665397429795,0.0,0.0,0.4954337899543379,1.0,1.0,low_bike_demand,0.0
3,0,10,0,1,1,0.5167785234899329,0.6651053864168618,0.7260828177058544,0.0,0.0,0.17808219178082194,0.657,1.0,low_bike_demand,0.0
6,4,5,0,1,1,0.4876957494407158,0.6814988290398125,0.851975249881009,0.001391519461945808,0.0,0.011415525114155252,0.9009999999999999,0.9874213836477987,low_bike_demand,0.0
13,3,3,0,1,0,0.43847874720357943,0.37704918032786877,0.2967634459781056,0.0,0.0,0.271689497716895,0.244,1.0,low_bike_demand,0.0
17,0,5,0,1,1,0.6868008948545862,0.6533957845433255,0.3601856258924321,0.0,0.0,0.36073059360730597,0.9440000000000001,1.0,high_bike_demand,1.0
17,0,7,0,1,1,0.8344519015659954,0.7634660421545666,0.31247025226082814,0.0,0.0,0.44748858447488593,0.0,1.0,high_bike_demand,1.0
7,4,4,0,1,1,0.5011185682326621,0.4192037470725995,0.27165635411708705,0.0,0.0,0.3812785388127854,1.0,1.0,low_bike_demand,0.0
22,1,12,0,1,0,0.22371364653243847,0.2880562060889929,0.5176106615897191,0.0,0.0,0.15981735159817353,0.47600000000000003,1.0,low_bike_demand,0.0
17,5,4,0,0,1,0.4876957494407158,0.39344262295081955,0.25178486435030933,0.0,0.0,0.41780821917808225,0.96,1.0,high_bike_demand,1.0
23,2,11,0,1,0,0.33333333333333326,0.41217798594847765,0.5525940028557829,0.0,0.0,0.0,0.0,1.0,low_bike_demand,0.0
13,2,12,0,1,0,0.45190156599552567,0.550351288056206,0.6007853403141361,0.0,0.0,0.2397260273972603,0.996,1.0,low_bike_demand,0.0
23,1,2,0,1,0,0.3176733780760626,0.44028103044496475,0.6624226558781532,0.0,0.0,0.21232876712328771,0.244,1.0,low_bike_demand,0.0
11,2,2,0,1,0,0.30201342281879195,0.414519906323185,0.639933365064255,0.0,0.0,0.2876712328767123,0.0,1.0,low_bike_demand,0.0
0,4,12,0,1,0,0.27069351230425054,0.2997658079625292,0.44264635887672527,0.0,0.0,0.23515981735159822,0.8220000000000001,1.0,low_bike_demand,0.0
5,1,2,0,1,0,0.2796420581655481,0.39578454332552687,0.647667777248929,0.0,0.0,0.19863013698630136,0.244,1.0,low_bike_demand,0.0
7,0,7,0,1,1,0.7986577181208053,0.9250585480093676,0.6677772489290813,0.0,0.0,0.26940639269406397,0.8029999999999999,1.0,low_bike_demand,0.0
21,2,3,0,1,1,0.5391498881431768,0.7540983606557378,0.9182532127558305,0.0,0.0,0.004566210045662101,1.0,0.6226415094339622,low_bike_demand,0.0
1,5,10,0,0,1,0.436241610738255,0.5714285714285714,0.6963350785340314,0.0,0.0,0.11872146118721462,0.253,1.0,low_bike_demand,0.0
21,3,8,0,1,1,0.7919463087248322,0.8243559718969555,0.475130890052356,0.0,0.0,0.2762557077625571,0.446,1.0,low_bike_demand,0.0
3,2,9,0,1,1,0.5279642058165548,0.6791569086651054,0.7278676820561636,0.0,0.0,0.10958904109589042,0.535,1.0,low_bike_demand,0.0
17,5,4,0,0,1,0.5391498881431768,0.5199063231850116,0.3726796763445978,0.0,0.0,0.37214611872146125,0.9209999999999999,1.0,high_bike_demand,1.0
12,1,9,0,1,1,0.8255033557046979,0.7540983606557378,0.31568300809138505,0.0,0.0,0.34246575342465757,0.253,1.0,high_bike_demand,1.0
12,0,7,0,1,1,0.7874720357941835,0.7447306791569086,0.351975249881009,0.0,0.0,0.17808219178082194,0.264,1.0,high_bike_demand,1.0
23,0,1,1,1,0,0.23937360178970915,0.23653395784543318,0.3801761066158971,0.0,0.09687034277198212,0.8310502283105023,0.478,1.0,low_bike_demand,0.0
13,1,11,0,1,1,0.41163310961968674,0.5737704918032787,0.7711803902903379,0.01074562251169263,0.0,0.3972602739726027,0.996,0.8867924528301886,low_bike_demand,0.0
23,5,3,0,0,1,0.32885906040268453,0.3278688524590163,0.39088529271775346,0.0,0.0,0.3036529680365297,0.244,1.0,low_bike_demand,0.0
16,0,8,0,1,1,0.803131991051454,0.9648711943793911,0.749643027129938,0.0,0.0,0.226027397260274,0.273,1.0,low_bike_demand,0.0
0,5,8,0,0,1,0.7114093959731542,0.7189695550351287,0.42610661589719173,0.0,0.0,0.0,0.0,1.0,low_bike_demand,0.0
0,3,12,0,1,0,0.3109619686800894,0.2482435597189695,0.28307948595906707,0.0,0.0,0.2853881278538813,0.0,1.0,low_bike_demand,0.0
22,0,2,1,1,0,0.25055928411633105,0.45667447306791564,0.920514040932889,0.010320436009431411,0.0,0.24200913242009134,1.0,0.11949685534591194,low_bike_demand,0.0
15,5,1,0,0,0,0.2751677852348993,0.1569086651053864,0.1993098524512137,0.0,0.044709388971684055,0.0,0.446,1.0,low_bike_demand,0.0
17,6,7,0,0,1,0.9194630872483222,0.9765807962529274,0.5254640647310803,0.0,0.0,0.5639269406392694,0.34700000000000003,1.0,low_bike_demand,0.0
7,1,7,0,1,1,0.7203579418344519,0.8618266978922715,0.7045454545454545,0.0,0.0,0.3926940639269407,0.813,1.0,low_bike_demand,0.0
14,3,3,0,1,1,0.6890380313199104,0.6908665105386417,0.4180152308424559,0.0,0.0,0.5936073059360731,0.813,1.0,high_bike_demand,1.0
14,4,7,0,1,1,0.8747203579418344,0.8477751756440282,0.3817229890528319,0.0,0.0,0.41780821917808225,0.29,1.0,low_bike_demand,0.0
18,5,6,0,0,1,0.9351230425055929,0.8337236533957844,0.2816515944788196,0.0,0.0,0.39041095890410965,0.446,1.0,high_bike_demand,1.0
19,3,5,0,1,1,0.6689038031319909,0.4332552693208431,0.1095906711089957,0.0,0.0,0.2945205479452055,0.5,1.0,high_bike_demand,1.0
9,5,8,0,0,1,0.697986577181208,0.6908665105386417,0.4049262256068539,0.0,0.0,0.4429223744292237,0.0,1.0,high_bike_demand,1.0
5,0,11,0,1,0,0.37583892617449666,0.38407494145199056,0.4100428367444074,0.0,0.0,0.545662100456621,0.988,1.0,low_bike_demand,0.0
10,2,6,0,1,1,0.814317673378076,0.9765807962529274,0.7499999999999999,0.0,0.0,0.3767123287671233,0.889,0.9874213836477987,low_bike_demand,0.0
19,4,6,0,1,1,0.7986577181208053,0.8501170960187352,0.5121370775821037,0.0,0.0,0.24657534246575347,0.244,1.0,high_bike_demand,1.0
18,1,6,0,1,1,0.8344519015659954,0.7377049180327868,0.27867682056163734,0.0,0.0,0.29680365296803657,0.7929999999999999,1.0,high_bike_demand,1.0
20,5,3,0,0,1,0.7114093959731542,0.6510538641686181,0.320561637315564,0.0,0.0,0.452054794520548,0.7929999999999999,1.0,low_bike_demand,0.0
15,0,6,0,1,1,0.9351230425055929,0.822014051522248,0.267967634459781,0.0,0.0,0.3767123287671233,0.479,1.0,low_bike_demand,0.0
0,3,7,0,1,1,0.7807606263982102,0.9484777517564402,0.7657068062827226,0.0,0.0,0.3082191780821918,0.456,1.0,low_bike_demand,0.0
6,0,2,1,1,0,0.2348993288590604,0.2599531615925058,0.43384102808186575,0.0,0.0,0.17808219178082194,0.244,1.0,low_bike_demand,0.0
21,4,11,0,1,0,0.5055928411633109,0.48711943793910994,0.37053783912422655,0.0,0.0,0.25114155251141557,0.0,1.0,low_bike_demand,0.0
11,4,6,0,1,1,0.8255033557046979,0.7377049180327868,0.2924797715373631,0.0,0.0,0.41324200913242015,0.244,1.0,low_bike_demand,0.0
19,1,4,0,1,1,0.6107382550335569,0.648711943793911,0.47881960970966203,0.0,0.0,0.18036529680365299,0.7929999999999999,1.0,low_bike_demand,0.0
16,6,5,0,0,1,0.7606263982102908,0.8079625292740046,0.5041646834840552,0.0,0.0,0.4885844748858447,0.529,1.0,low_bike_demand,0.0
2,2,3,0,1,1,0.49888143176733774,0.6932084309133488,0.8497144217039506,0.0,0.0,0.2557077625570776,1.0,1.0,low_bike_demand,0.0
14,4,7,0,1,1,0.9082774049217002,0.9180327868852459,0.44133745835316507,0.0,0.0,0.2671232876712329,0.843,1.0,low_bike_demand,0.0
0,5,3,0,0,0,0.5503355704697986,0.36533957845433246,0.14623988576868158,0.0,0.0,0.4657534246575342,0.8909999999999999,1.0,low_bike_demand,0.0
3,3,6,0,1,1,0.6219239373601788,0.5901639344262295,0.3564969062351261,0.0,0.0,0.2853881278538813,0.823,1.0,low_bike_demand,0.0
17,3,2,0,1,0,0.4765100671140939,0.2318501170960187,0.08222275107091863,0.0,0.0,0.2305936073059361,0.0,1.0,low_bike_demand,0.0
5,2,11,0,1,0,0.24832214765100669,0.3747072599531615,0.6758686339838172,0.0,0.0,0.0,0.253,1.0,low_bike_demand,0.0
14,1,5,0,1,1,0.7114093959731542,0.5081967213114753,0.1471918134221799,0.0,0.0,0.5776255707762558,0.264,1.0,low_bike_demand,0.0
1,3,10,0,1,1,0.35794183445190153,0.45667447306791564,0.6037601142313184,0.0,0.0,0.24429223744292236,0.462,1.0,low_bike_demand,0.0
0,0,9,0,1,1,0.5794183445190156,0.6651053864168618,0.5753212755830557,0.0,0.0,0.16666666666666669,0.0,1.0,low_bike_demand,0.0
14,6,4,0,0,1,0.5011185682326621,0.3536299765807962,0.18681580199904807,0.0,0.0,0.7077625570776256,0.466,1.0,high_bike_demand,1.0
13,2,1,0,1,0,0.3534675615212528,0.4543325526932084,0.610542598762494,0.0,0.0,0.2899543378995434,0.8909999999999999,1.0,low_bike_demand,0.0
5,3,5,0,1,1,0.697986577181208,0.9156908665105384,0.9013564969062351,0.0,0.0,0.37214611872146125,1.0,1.0,low_bike_demand,0.0
11,6,11,0,0,0,0.36689038031319904,0.4074941451990632,0.46941932413136594,0.0,0.0,0.33333333333333337,0.244,1.0,low_bike_demand,0.0
11,6,6,0,0,1,0.6644295302013423,0.6791569086651054,0.43955259400285573,0.0,0.0,0.1324200913242009,0.612,1.0,high_bike_demand,1.0
14,2,7,0,1,1,0.923937360178971,0.8313817330210772,0.2947405997144216,0.0,0.0,0.18264840182648404,0.244,1.0,low_bike_demand,0.0
7,3,12,0,1,0,0.2639821029082774,0.23653395784543318,0.33543550690147544,0.0,0.0,0.30593607305936077,0.258,1.0,low_bike_demand,0.0
20,1,1,0,1,0,0.2416107382550335,0.25058548009367676,0.403379343169919,0.0,0.0,0.773972602739726,1.0,1.0,low_bike_demand,0.0
6,3,7,0,1,1,0.7315436241610739,0.9367681498829039,0.8689909566872918,0.0,0.0,0.10958904109589042,0.865,0.9308176100628931,low_bike_demand,0.0
3,6,1,0,0,0,0.3109619686800894,0.41217798594847765,0.6101856258924321,0.0,0.0,0.2488584474885845,0.446,1.0,low_bike_demand,0.0
10,1,8,0,1,1,0.8478747203579418,0.9250585480093676,0.5637791527843883,0.0,0.0,0.41324200913242015,0.272,1.0,low_bike_demand,0.0
4,1,3,0,1,1,0.4161073825503356,0.540983606557377,0.669681104236078,0.0,0.0,0.12328767123287673,0.0,1.0,low_bike_demand,0.0
7,2,6,0,1,1,0.7606263982102908,0.9648711943793911,0.8611375535459305,0.0,0.0,0.408675799086758,0.644,1.0,low_bike_demand,0.0
0,6,4,0,0,1,0.5592841163310962,0.7353629976580796,0.7928367444074251,0.0,0.0,0.17808219178082194,0.8909999999999999,1.0,low_bike_demand,0.0
21,5,12,0,0,0,0.015659955257270677,0.06557377049180325,0.47917658257972384,0.0,0.0,0.3219178082191781,0.253,1.0,low_bike_demand,0.0
2,2,4,0,1,1,0.5816554809843401,0.6651053864168618,0.5737743931461208,0.0,0.0,0.009132420091324202,0.0,1.0,low_bike_demand,0.0
22,5,6,0,0,1,0.803131991051454,0.8852459016393441,0.5730604474059972,0.0,0.0,0.009132420091324202,0.889,1.0,low_bike_demand,0.0
1,6,1,0,0,0,0.2416107382550335,0.3138173302107728,0.542479771537363,0.0,0.0,0.26027397260273977,0.244,1.0,low_bike_demand,0.0
2,1,9,0,1,1,0.7114093959731542,0.9133489461358313,0.8603046168491195,0.0,0.0,0.011415525114155252,0.696,1.0,low_bike_demand,0.0
19,5,11,0,0,0,0.3512304250559284,0.40281030444964866,0.4967872441694431,0.0,0.0,0.317351598173516,0.9009999999999999,1.0,low_bike_demand,0.0
9,4,5,0,1,1,0.6868008948545862,0.7330210772833723,0.49714421703950495,0.0,0.0,0.33789954337899547,0.823,1.0,low_bike_demand,0.0
23,0,1,0,1,0,0.3087248322147651,0.2997658079625292,0.3710138029509757,0.0,0.0,0.018264840182648404,0.0,1.0,low_bike_demand,0.0
22,1,2,0,1,0,0.22818791946308722,0.31147540983606553,0.5679438362684435,0.0,0.8092399403874814,0.7899543378995435,1.0,1.0,low_bike_demand,0.0
1,5,4,0,0,1,0.5704697986577181,0.5152224824355972,0.31675392670157065,0.0,0.0,0.009132420091324202,0.883,1.0,low_bike_demand,0.0
2,6,6,0,0,1,0.7874720357941835,0.901639344262295,0.6424321751546882,0.0,0.0,0.2785388127853881,0.561,1.0,low_bike_demand,0.0
17,1,12,0,1,0,0.29977628635346754,0.2857142857142857,0.3650642551166111,0.0,0.0,0.32876712328767127,0.851,1.0,low_bike_demand,0.0
15,0,9,0,1,1,0.785234899328859,0.6276346604215456,0.20157068062827221,0.0,0.0,0.41324200913242015,0.509,1.0,high_bike_demand,1.0
3,4,12,1,1,0,0.4272930648769575,0.6416861826697892,0.9199190861494526,0.0,0.0,0.0,1.0,0.44025157232704404,low_bike_demand,0.0
